# OpenMATB Scenario: adaptive_automation_pdry03_c1_8min.txt
# Adaptive automation -- condition 1, 8 min continuous
#
# Participant  : PDRY03
# d_final      : 0.2000
# delta        : 0.8000
# Level anchors: LOW=-0.6000, MODERATE=0.2000, HIGH=1.0000
# Block order  : H M H H L H M L  (L=LOW M=MODERATE H=HIGH)
# Block split  : 4×HIGH + 2×LOW + 2×MODERATE  (8 blocks total)
# Seed basis   : <participant>|adaptive|<condition>|<block_index>
# Generated by : scripts/generate_adaptive_automation_scenarios.py

0:00:00;labstreaminglayer;start
0:06:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_07/MODERATE/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:06:00;track;taskupdatetime;35
0:06:00;track;joystickforce;2
0:06:00;resman;tank-a-lossperminute;111
0:06:00;resman;tank-b-lossperminute;111
0:06:05;resman;pump-7-state;failure
0:06:09;sysmon;lights-1-failure;True
0:06:15;resman;pump-7-state;off
0:06:17;resman;pump-8-state;failure
0:06:17;sysmon;lights-2-failure;True
0:06:20;sysmon;scales-3-failure;True
0:06:22;communications;radioprompt;other
0:06:22;sysmon;scales-1-failure;True
0:06:27;resman;pump-8-state;off
0:06:42;sysmon;lights-1-failure;True
0:06:42;sysmon;scales-2-failure;True
0:06:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_07/MODERATE/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:07:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_08/LOW/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:07:00;track;taskupdatetime;47
0:07:00;track;joystickforce;3
0:07:00;resman;tank-a-lossperminute;59
0:07:00;resman;tank-b-lossperminute;59
0:07:06;sysmon;scales-2-failure;True
0:07:07;sysmon;lights-1-failure;True
0:07:18;communications;radioprompt;other
0:07:34;resman;pump-8-state;failure
0:07:44;resman;pump-8-state;off
0:07:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_08/LOW/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}

# --- Scenario end ---
0:08:00;sysmon;stop
0:08:00;track;stop
0:08:00;communications;stop
0:08:00;resman;stop
0:08:00;scheduling;stop
0:08:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:08:00;labstreaminglayer;stop
